# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Feb 12 06:00:32 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_locale:    Discovery Locale
# COLUMN disc_facility:  Discovery Facility
# COLUMN disc_telescope: Discovery Telescope
# COLUMN disc_instrument: Discovery Instrument
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,sy_dist
4520,Kepler-98 b,Kepler-98,1,1,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.54168000,0.025600,1.990,3.55000,350.3150000
4521,Kepler-980 b,Kepler-980,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.55102504,0.100500,2.670,7.61000,961.4680000
4522,Kepler-981 b,Kepler-981,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.46975774,0.053500,2.310,5.95000,878.0820000
4523,Kepler-982 b,Kepler-982,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,15.77382210,0.129100,2.250,5.69000,801.4790000
4524,Kepler-983 b,Kepler-983,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,60.08550820,0.314800,2.360,6.17000,714.4370000
4525,Kepler-984 b,Kepler-984,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,43.03422720,0.232700,2.120,5.14000,460.1880000
4526,Kepler-985 b,Kepler-985,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,116.33190100,0.445100,2.980,9.17000,679.3610000
4527,Kepler-986 b,Kepler-986,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,56.43499380,0.276000,2.360,6.17000,548.3640000
4528,Kepler-987 b,Kepler-987,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,105.30331480,0.423800,3.260,10.70000,914.1260000
4529,Kepler-988 b,Kepler-988,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,17.76080053,0.108500,2.070,4.94000,304.8890000
4530,Kepler-989 b,Kepler-989,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.96431535,0.073400,2.210,5.52000,491.9780000
4531,Kepler-99 b,Kepler-99,2,1,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.60358000,0.050300,1.480,6.15000,208.3690000
4532,Kepler-990 b,Kepler-990,1,2,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.91723428,0.088300,2.600,7.27000,802.1630000
4533,Kepler-990 c,Kepler-990,1,2,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.53835431,0.012700,1.530,2.96000,802.1630000
4534,Kepler-991 b,Kepler-991,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,82.53425190,0.310400,2.540,6.99000,389.5610000
4535,Kepler-992 b,Kepler-992,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,20.16034462,0.133900,1.620,3.26000,259.6390000
4536,Kepler-993 b,Kepler-993,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,22.08557563,0.130000,2.970,9.11000,324.4230000
4537,Kepler-994 b,Kepler-994,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.15116651,0.017700,1.600,3.19000,188.1580000
4538,Kepler-995 b,Kepler-995,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,28.26731672,0.170100,2.700,7.75000,609.6380000
4539,Kepler-996 b,Kepler-996,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.77059058,0.047400,1.980,4.58000,1216.5800000
4540,Kepler-997 b,Kepler-997,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.70730672,0.039700,1.360,2.42000,467.5680000
4541,Kepler-998 b,Kepler-998,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.65377733,0.062600,2.320,5.99000,986.3640000
4542,Kepler-999 b,Kepler-999,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.99185702,0.068100,2.340,6.08000,545.0630000
4543,L 168-9 b,L 168-9,1,1,0,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.40150000,0.020910,1.390,4.60000,25.1496000
4544,L 98-59 b,L 98-59,1,4,0,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2.25311360,0.021910,0.850,0.40000,10.6194000
4545,L 98-59 c,L 98-59,1,4,0,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.69067770,0.030400,1.385,2.22000,10.6194000
4546,L 98-59 d,L 98-59,1,4,0,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,7.45072450,0.048600,1.521,1.94000,10.6194000
4547,L 98-59 e,L 98-59,1,4,0,Radial Velocity,2021,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,12.79600000,0.071700,1.560,3.06000,10.6194000
4548,LHS 1140 b,LHS 1140,1,2,0,Transit,2017,Ground,MEarth Project,0.4 m MEarth Telescope,Apogee CCD Sensor,24.73694000,0.095700,1.635,6.38000,14.9861000
4549,LHS 1140 c,LHS 1140,1,2,0,Transit,2018,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3.77792000,0.027340,1.169,1.76000,14.9861000
4550,LHS 1478 b,LHS 1478,1,1,0,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.94953780,0.018480,1.242,2.33000,18.2276000
4551,LHS 1678 b,LHS 1678,2,2,0,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.86023220,0.012510,0.696,0.35000,19.8782000
4552,LHS 1678 c,LHS 1678,2,2,0,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.69424700,0.033100,0.982,1.40000,19.8782000
4553,LHS 1815 b,LHS 1815,1,1,0,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.81433000,0.040400,1.088,8.70000,29.8424000
4554,LHS 3844 b,LHS 3844,1,1,0,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.46292913,0.006220,1.303,2.25000,14.8846000
4555,LP 714-47 b,LP 714-47,1,1,0,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,4.05203700,0.041700,4.700,30.80000,52.6160000
4556,LP 791-18 b,LP 791-18,1,2,0,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.94800500,0.009690,1.120,1.46000,26.4927000
4557,LP 791-18 c,LP 791-18,1,2,0,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,4.98996300,0.029392,2.310,5.95000,26.4927000
4558,LP 890-9 b,LP 890-9,1,2,0,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2.72990250,0.018750,1.320,13.20000,32.4298000
4559,LP 890-9 c,LP 890-9,1,2,0,Transit,2022,Ground,SPECULOOS Southern Observatory,Multiple Telescopes,Multiple Instruments,8.45746300,0.039840,1.367,25.30000,32.4298000
4560,LSPM J2116+0234 b,LSPM J2116+0234,1,1,0,Radial Velocity,2019,Ground,Calar Alto Observatory,3.5 m telescope,CARMENES,14.43990000,0.087600,3.710,13.30000,17.6297000
4561,LTT 1445 A b,LTT 1445 A,3,2,0,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,5.35876570,0.038130,1.305,2.87000,6.8692900
4562,LTT 1445 A c,LTT 1445 A,3,2,0,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.12390350,0.026610,1.147,1.54000,6.8692900
4563,LTT 3780 b,LTT 3780,2,2,0,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.76844800,0.012110,1.332,2.62000,21.9814000
4564,LTT 3780 c,LTT 3780,2,2,0,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,12.25190000,0.076730,2.300,8.60000,21.9814000
4565,LTT 9779 b,LTT 9779,1,1,0,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.79205200,0.016790,4.720,29.32000,80.4373000
4566,LkCa 15 b,LkCa 15,1,2,0,Imaging,2015,Ground,Large Binocular Telescope Observatory,Large Binocular Telescope,LMIRCam,,14.700000,,,158.1520000
4567,LkCa 15 c,LkCa 15,1,2,0,Imaging,2015,Ground,Large Binocular Telescope Observatory,Large Binocular Telescope,LMIRCam,,18.600000,,,158.1520000
4568,Lupus-TR-3 b,Lupus-TR-3,1,1,0,Transit,2007,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3.91405000,0.046400,9.976,257.43100,773.4090000
4569,MASCARA-1 b,MASCARA-1,1,1,0,Transit,2017,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,2.14877381,0.040352,17.901,1175.97100,182.2730000
4570,MASCARA-4 b,MASCARA-4,2,1,0,Transit,2020,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,2.82406000,0.047000,17.150,985.27300,170.6960000
4571,MOA-2007-BLG-192L b,MOA-2007-BLG-192L,1,1,0,Microlensing,2008,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,0.620000,1.630,3.30000,1000.0000000
4572,MOA-2007-BLG-400L b,MOA-2007-BLG-400L,1,1,0,Microlensing,2008,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,6.500000,13.900,260.00000,5800.0000000
4573,MOA-2008-BLG-310L b,MOA-2008-BLG-310L,1,1,0,Microlensing,2009,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,1.100000,5.180,23.40000,7700.0000000
4574,MOA-2008-BLG-379L b,MOA-2008-BLG-379L,1,1,0,Microlensing,2013,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,2.700000,13.000,1300.00000,3300.0000000
4575,MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,1,0,Microlensing,2011,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2800.00000000,3.200000,3.210,10.40000,3040.0000000
4576,MOA-2009-BLG-319L b,MOA-2009-BLG-319L,1,1,0,Microlensing,2010,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,2.030000,9.640,67.30000,7050.0000000
4577,MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,1,0,Microlensing,2010,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,1980.00000000,1.800000,13.200,830.00000,5690.0000000
4578,MOA-2010-BLG-073L b,MOA-2010-BLG-073L,1,1,0,Microlensing,2012,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,1.210000,12.400,3500.00000,2800.0000000
4579,MOA-2010-BLG-117L b,MOA-2010-BLG-117L,1,1,0,Microlensing,2018,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,2.420000,14.200,170.00000,3500.0000000
4580,MOA-2010-BLG-328L b,MOA-2010-BLG-328L,1,1,0,Microlensing,2013,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,0.920000,2.990,9.20000,810.0000000
4581,MOA-2010-BLG-353L b,MOA-2010-BLG-353L,1,1,0,Microlensing,2015,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,1.720000,11.100,86.00000,6430.0000000
4582,MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,1,0,Microlensing,2012,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,2.000000,13.600,480.00000,2300.0000000
4583,MOA-2011-BLG-028L b,MOA-2011-BLG-028L,1,1,0,Microlensing,2016,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,4.140000,5.990,30.00000,7380.0000000
4584,MOA-2011-BLG-262L b,MOA-2011-BLG-262L,1,1,0,Microlensing,2014,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,0.950000,4.290,17.00000,7200.0000000
4585,MOA-2011-BLG-291L b,MOA-2011-BLG-291L,1,1,0,Microlensing,2018,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,0.690000,4.430,18.00000,4400.0000000
4586,MOA-2011-BLG-293L b,MOA-2011-BLG-293L,1,1,0,Microlensing,2012,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3000.00000000,1.100000,12.900,1500.00000,7720.0000000
4587,MOA-2011-BLG-322L b,MOA-2011-BLG-322L,1,1,0,Microlensing,2013,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,4.300000,12.400,3690.00000,7560.0000000
4588,MOA-2012-BLG-006L b,MOA-2012-BLG-006L,1,1,0,Microlensing,2017,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,,10.200000,12.600,2700.00000,5300.0000000
4589,MOA-2012-BLG-505L b,MOA-2012-BLG-505L,1,1,0,Microlensing,2017,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,0.900000,2.480,6.70000,7210.0000000
4590,MOA-2013-BLG-220L b,MOA-2013-BLG-220L,1,1,0,Microlensing,2014,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,3.030000,13.200,871.00000,6720.0000000
4591,MOA-2013-BLG-605L b,MOA-2013-BLG-605L,1,1,0,Microlensing,2016,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,0.930000,1.620,3.24000,850.0000000
4592,MOA-2015-BLG-337L b,MOA-2015-BLG-337L,1,1,0,Microlensing,2018,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,0.240000,6.420,33.70000,7100.0000000
4593,MOA-2016-BLG-227L b,MOA-2016-BLG-227L,1,1,0,Microlensing,2017,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,1.390000,13.200,890.00000,6500.0000000
4594,MOA-2016-BLG-319L b,MOA-2016-BLG-319L,1,1,0,Microlensing,2018,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,0.950000,14.100,200.00000,6800.0000000
4595,MOA-2019-BLG-008L b,MOA-2019-BLG-008L,1,1,0,Microlensing,2022,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,,12.200,5720.91133,2700.0000000
4596,MOA-2020-BLG-135L b,MOA-2020-BLG-135L,1,1,0,Microlensing,2022,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,1.110000,3.370,11.30000,7900.0000000
4597,MOA-bin-1L b,MOA-bin-1L,1,1,0,Microlensing,2012,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,8.300000,13.000,1200.00000,5100.0000000
4598,MOA-bin-29 b,MOA-bin-29,1,1,0,Microlensing,2019,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,,0.480000,14.100,190.00000,7120.0000000
4599,MXB 1658-298 b,MXB 1658-298,2,1,0,Eclipse Timing Variations,2017,Space,Multiple Observatories,Multiple Telescopes,Multiple Instruments,760.00000000,1.613000,12.000,7532.57100,
4600,NGC 2682 Sand 364 b,NGC 2682 Sand 364,1,1,0,Radial Velocity,2014,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,121.71000000,0.530000,12.700,2126.28270,817.1920000
4601,NGC 2682 Sand 978 b,NGC 2682 Sand 978,1,1,0,Radial Velocity,2017,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,511.21000000,,13.300,692.86940,821.9180000
4602,NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,1,1,0,Radial Velocity,2014,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,6.95900000,,12.300,101.70560,872.9200000
4603,NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,1,1,0,Radial Velocity,2014,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,5.11800000,,14.000,127.13200,914.2210000
4604,NGC 2682 YBP 401 b,NGC 2682 YBP 401,1,1,0,Radial Velocity,2016,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,4.08700000,,14.300,146.20180,830.8220000
4605,NGTS-1 b,NGTS-1,1,1,0,Transit,2017,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,2.64729800,0.032600,14.908,258.07796,218.1210000
4606,NGTS-10 b,NGTS-10,1,1,0,Transit,2020,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,0.76689440,0.014300,13.507,687.14846,324.6986504
4607,NGTS-11 b,NGTS-11,1,1,0,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,35.45533000,0.201000,9.158,109.33352,190.4220000
4608,NGTS-12 b,NGTS-12,1,1,0,Transit,2020,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,7.53280600,0.075700,11.747,66.10864,446.4420000
4609,NGTS-13 b,NGTS-13,1,1,0,Transit,2021,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,4.11902700,0.054900,12.801,1538.29720,647.5950000
4610,NGTS-14 A b,NGTS-14 A,2,1,0,Transit,2021,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,3.53571730,0.040300,4.977,29.24036,322.1480000
4611,NGTS-15 b,NGTS-15,1,1,0,Transit,2021,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,3.27623000,0.044100,12.330,238.68913,786.4850000
4612,NGTS-16 b,NGTS-16,1,1,0,Transit,2021,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,4.84532000,0.052300,14.572,211.99155,898.1680000
4613,NGTS-17 b,NGTS-17,1,1,0,Transit,2021,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,3.24253000,0.039100,13.899,242.82090,1040.2800000
4614,NGTS-18 b,NGTS-18,1,1,0,Transit,2021,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,3.05125000,0.044800,13.563,129.99182,1096.1900000
4615,NGTS-2 b,NGTS-2,1,1,0,Transit,2018,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,4.51116400,0.063000,17.878,235.19420,356.3910000
4616,NGTS-20 b,NGTS-20,1,1,0,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,54.18915000,0.313000,11.994,947.12865,382.8980000
4617,NGTS-21 b,NGTS-21,1,1,0,Transit,2022,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,1.54338970,0.023600,14.908,750.07504,592.8910000
4618,NGTS-23 b,NGTS-23,1,1,0,Transit,2022,Ground,Next-Generation Transit Survey (NGTS),NGTS telescopes,NGTS cameras,4.07643260,0.050400,14.202,194.82881,1074.9500000
4619,NGTS-24 b,NGTS-24,1,1,0,Transit,2022,Ground,Next-Generation Transit Survey (NGTS),NGTS telescopes,NGTS cameras,3.46787960,0.047900,13.608,165.27077,683.0620000
4620,NGTS-25 b,NGTS-25,1,1,0,Transit,2022,Ground,Next-Generation Transit Survey (NGTS),NGTS telescopes,NGTS cameras,2.82309300,0.038800,11.467,203.09235,521.2330000
4621,NGTS-3 A b,NGTS-3 A,2,1,0,Transit,2018,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,1.67537280,0.023000,16.589,756.43540,743.9720000
4622,NGTS-4 b,NGTS-4,1,1,0,Transit,2019,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,1.33735080,0.019000,3.180,20.60000,280.5550000
4623,NGTS-5 b,NGTS-5,1,1,0,Transit,2019,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,3.35698660,0.038200,12.733,72.78307,306.7790000
4624,NGTS-6 b,NGTS-6,1,1,0,Transit,2019,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,0.88205900,0.016770,14.863,425.57437,308.2620000
4625,NGTS-8 b,NGTS-8,1,1,0,Transit,2019,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,2.49970000,0.035000,12.218,295.58190,428.9760000
4626,NGTS-9 b,NGTS-9,1,1,0,Transit,2019,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,4.43527000,0.058000,11.994,921.70700,609.1280000
4627,NN Ser c,NN Ser,2,2,0,Eclipse Timing Variations,2010,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,5573.55000000,5.350000,12.600,2329.60000,515.8180000
4628,NN Ser d,NN Ser,2,2,0,Eclipse Timing Variations,2010,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,2883.50000000,3.430000,13.300,731.00000,515.8180000
4629,NSVS 14256825 b,NSVS 14256825,2,1,0,Eclipse Timing Variations,2019,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3225.00000000,3.120000,12.300,4497.29450,820.8770000
4630,NY Vir b,NY Vir,2,2,0,Eclipse Timing Variations,2011,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3160.00000000,3.300000,13.300,730.97800,544.0240000
4631,NY Vir c,NY Vir,2,2,0,Eclipse Timing Variations,2019,Ground,Winer Observatory,0.51 m Telescope,SBIG 6303e CCD Camera,8799.00000000,,12.800,1760.77820,544.0240000
4632,OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,1,0,Microlensing,2004,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,,4.300000,13.200,830.00000,5800.0000000
4633,OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,1,0,Microlensing,2005,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,,3.600000,13.000,1200.00000,3200.0000000
4634,OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,1,0,Microlensing,2006,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,,3.500000,3.840,14.10000,4100.0000000
4635,OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,1,0,Microlensing,2005,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,3285.00000000,2.600000,2.210,5.50000,6600.0000000
4636,OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1,2,0,Microlensing,2008,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,1788.50000000,2.300000,14.000,231.00000,1510.0000000
4637,OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,1,2,0,Microlensing,2008,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,4927.50000000,4.500000,11.100,86.00000,1510.0000000
4638,OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,2,1,0,Microlensing,2020,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,,2.170000,14.300,144.00000,4000.0000000
4639,OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,2,1,0,Microlensing,2016,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,2557.00000000,2.590000,10.700,80.00000,2760.0000000
4640,OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,1,0,Microlensing,2009,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,,2.800000,4.720,20.00000,5900.0000000
4641,OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,2,1,0,Microlensing,2014,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,,15.000000,8.740,57.00000,8100.0000000
4642,OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1,1,0,Microlensing,2014,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,,1.700000,12.900,1500.00000,6800.0000000
4643,OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1,1,0,Microlensing,2018,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,,8.000000,9.010,60.00000,6100.0000000
4644,OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,1,0,Microlensing,2012,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,,2.720000,14.200,170.00000,2570.0000000
4645,OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1,1,0,Microlensing,2015,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,,1.890000,13.900,280.00000,4380.0000000
4646,OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,1,2,0,Microlensing,2012,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,,4.000000,7.720,46.10000,4019.0000000
4647,OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1,2,0,Microlensing,2012,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,,4.800000,13.900,270.00000,4019.0000000
4648,OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,1,0,Microlensing,2013,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,,0.870000,13.400,588.00000,1760.0000000
4649,OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,1,0,Microlensing,2013,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,,3.450000,13.200,868.00000,4970.0000000
4650,OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1,1,0,Microlensing,2015,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,,0.740000,13.600,120.00000,1300.0000000
4651,OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1,1,0,Microlensing,2016,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,,1.600000,14.300,150.00000,6700.0000000
4652,OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,1,0,Microlensing,2020,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,,4.430000,8.390,53.10000,6320.0000000
4653,OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,1,0,Microlensing,2016,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,,2.600000,6.560,35.00000,2600.0000000
4654,OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,1,0,Microlensing,2014,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,,0.800000,12.300,4100.00000,3040.0000000
